word_added,s1,s2,s3,similarity_w,sum_cos
puede,"Los ocho pasos -y los cuatro años- para engendrar un auto, desde el primer dibujo hasta el lanzamiento oficial.","AUTOS, VEHÍCULOS, TOPS, LOS MEJORES TOPS, IMPRESIONANTE, NO LO CREERÁS, LOS PASOS para CONSTRUIR un AUTOSIGUENOS EN: https://twitter.com/TuCosmopolisVISITA N...","La fabricación de automóviles requiere un capital humano y financiero muy importante. Dependiendo del tipo de vehículo, la cantidad de unidades a fabricar por día y el emplazamiento de la fábrica el grado de automatización puede variar considerablemente. Si las unidades a producir son muy reducidas entonces es rentable la producción manual en un taller, pues la inversión para una línea de …",0.9988112449645996,2.947633060910334
puedes,"Los ocho pasos -y los cuatro años- para engendrar un auto, desde el primer dibujo hasta el lanzamiento oficial.",Construye tu auto de madera con el fin de disfrutarlo. Dibuja un gráfico de la figura de tu auto sobre la madera laminada. Corta las piezas para unir todas las partes que quieras que tenga tu auto. Usa los guantes y las gafas para que el aserrín no lastime tus manos ni tus ojos.,Construir un auto RC de cero 1. Corta un armazón de láminas de plástico Lexan. Lexan es un plástico grueso que es una excelente base para un... 2. Fija las ruedas de un viejo coche de juguete a la parte delantera del armazón. Quita las ruedas de 5 centímetros (2... 3. Fabrica un componente de ...,0.9987418055534364,2.883345312646725
básico,"Los ocho pasos -y los cuatro años- para engendrar un auto, desde el primer dibujo hasta el lanzamiento oficial.","AUTOS, VEHÍCULOS, TOPS, LOS MEJORES TOPS, IMPRESIONANTE, NO LO CREERÁS, LOS PASOS para CONSTRUIR un AUTOSIGUENOS EN: https://twitter.com/TuCosmopolisVISITA N...","Aunque a veces pueda parecer fácil, diseñar un nuevo modelo es una tarea que exige un gran esfuerzo por parte de un amplio equipo de profesionales. Desde el momento en el que se coge lápiz y ...",0.9987330436706544,2.947633060910334
dos,"AUTOS, VEHÍCULOS, TOPS, LOS MEJORES TOPS, IMPRESIONANTE, NO LO CREERÁS, LOS PASOS para CONSTRUIR un AUTOSIGUENOS EN: https://twitter.com/TuCosmopolisVISITA N...","Diseño y construcción de un vehículo autónomo de dos ruedas 8 Honorio Romero Rodríguez 1.1. Introducción Desde que el hombre empezó a caminar erguido, ha estado buscando la manera de simplificar su trabajo mediante artilugios. Diseñaba herramientas y utensilios que le ayudaban a desempeñar mejor sus actividades diarias.","Los ocho pasos -y los cuatro años- para engendrar un auto, desde el primer dibujo hasta el lanzamiento oficial. Los encargados de elegir colores y texturas suelen evaluar diseños durante dos ...",0.9986952543258668,2.9419116403291268
tiempo,"Desde que Henry Ford instaurase en sus fábricas la cadena de montaje como sistema para la fabricación masiva de vehículos, el proceso ha evolucionado tanto que, hoy en …","Partiendo de esa base, cabría pensar que fabricar un coche en el 2018 debería ser una tarea más ardua que hace un cuarto de siglo, pero nada más lejos de la realidad. Las nuevas técnicas de...","Aunque la tecnología sea determinante, aún se valora el trabajo artesanal en la fase de creación. Cuatro años de trabajo, 1.400 días calendario, mil bocetos analizados, cinco …",0.9985326528549194,3.0
pasos,"Los ocho pasos -y los cuatro años- para engendrar un auto, desde el primer dibujo hasta el lanzamiento oficial.","AUTOS, VEHÍCULOS, TOPS, LOS MEJORES TOPS, IMPRESIONANTE, NO LO CREERÁS, LOS PASOS para CONSTRUIR un AUTOSIGUENOS EN: https://twitter.com/TuCosmopolisVISITA N...","La fabricación de un coche se divide, fundamentalmente, en cuatro etapas: prensado, chapistería, pintura y montaje. Vamos a repasar lo que se hace en cada una de estas cuatro etapas. ¿Sabías que en las dos primeras apenas intervienen personas?",0.9984360933303832,2.8788508500724532
ruedas,"El kit de ruedas y accesorios para construir un portón 600 kilos de la marca Ducase, incluye todo todos los componentes para la instalación de un portón de correr de 600 kilos. Dentro de sus características, este kit destaca por una rápida instalación, fácil y sencilla, con mejores terminaciones y fabricado bajo normas de calidad.",Montar una rueda en cada extremo de la varilla y adjuntar otro casquillo en el exterior de cada rueda. Haga lo mismo con la otra varilla de acero y las ruedas. 2 Corte uno de 6 pies 2-por-4 en la mitad de lo que tiene dos longitudes de 3 pies.,"Pero vemos un poco complicado construir el tema de las manetas de las ruedas... Sabeís si hay algo que se pueda aprovechar de algún coche, o se os ocurre algún sistema alternativo? Las ruedas hemos pensado que sean de bicicleta, de algo más de 40 cm de diámetro.",0.9984307289123536,2.9378951122817183
debe,"Desde que el diseñador dibuja hasta que los ingenieros fabriquen en serie, el auto se gesta en un embrión que demora, estimativamente, 1.400 días en nacer.","AUTOS, VEHÍCULOS, TOPS, LOS MEJORES TOPS, IMPRESIONANTE, NO LO CREERÁS, LOS PASOS para CONSTRUIR un AUTOSIGUENOS EN: https://twitter.com/TuCosmopolisVISITA N...","La fabricación de automóviles requiere un capital humano y financiero muy importante. Dependiendo del tipo de vehículo, la cantidad de unidades a fabricar por día y el emplazamiento de la fábrica el grado de automatización puede variar considerablemente.",0.9983444213867188,3.0
pueden,"Desde que el diseñador dibuja hasta que los ingenieros fabriquen en serie, el auto se gesta en un embrión que demora, estimativamente, 1.400 días en nacer.","La construcción real de vehículo se efectúa en diferentes fases. En la primera se crean vehículos virtuales en 3 dimensiones con dimensiones ideales. En una segunda fase, los primeros prototipos reales suelen fabricarse en un taller especializado para estos propósitos con una línea de producción limitada, en lugar de la fabricarse en la planta final de producción.",Construir un auto RC de cero 1. Corta un armazón de láminas de plástico Lexan. Lexan es un plástico grueso que es una excelente base para un... 2. Fija las ruedas de un viejo coche de juguete a la parte delantera del armazón. Quita las ruedas de 5 centímetros (2... 3. Fabrica un componente de ...,0.9983059763908386,2.9801725494265043
forma,"AUTOS, VEHÍCULOS, TOPS, LOS MEJORES TOPS, IMPRESIONANTE, NO LO CREERÁS, LOS PASOS para CONSTRUIR un AUTOSIGUENOS EN: https://twitter.com/TuCosmopolisVISITA N...","Desde que el diseñador dibuja hasta que los ingenieros fabriquen en serie, el auto se gesta en un embrión que demora, estimativamente, 1.400 días en nacer.","Construye con autoformas un dibujo como el que ves en el ejemplo, más abajo. Ejemplo. Indicaciones. Si no está visible, has de activar la barra de dibujo Ver > Barras de herramientas > Dibujo. En Autoformas escoge la opción Diagrama de flujo, selecciona la opción que te interese y dibújala en la hoja. No te preocupes por la posición ya ...",0.9982959628105164,3.0
