word_added,s1,s2,s3,similarity_w,sum_cos
race,"With Soapbox Race World, servers can provide custom game modifications to their players, ranging from simple lighting mods to totally new cars! Ready to hit the streets? Download the launcher now!",Red Bull Soapbox Race 2019 went to Lithuania and teams behind the funny race cars had the time of their lives.,soapbox race world is an open source project working on bringing back nfs world to everyone like in the good old days.,0.996290683746338,2.5124943982072603
red,Buscamos pilotos genios y locos. Crea tu máquina y compite para asegurar un lugar y participar en la competencia real junto a 4 amigos.,"¡Vuelve a Santiago la ya conocida Red Bull Soapbox Race! A partir de hoy y hasta finales de septiembre se estarán recibiendo las postulaciones de los equipos más locos y valientes de Chile, donde tendrán que ingeniárselas para dar con un auto que combine creatividad, locura y velocidad.","Red Bull Soapbox Race es un evento que se realiza en todo el mundo, abierto al público, donde cada equipo puede inscribirse y participar diseñando y construyendo sus propios autos. Cada máquina ...",0.9937697052955629,2.783278822528021
bull,"¡Vuelve a Santiago la ya conocida Red Bull Soapbox Race! A partir de hoy y hasta finales de septiembre se estarán recibiendo las postulaciones de los equipos más locos y valientes de Chile, donde tendrán que ingeniárselas para dar con un auto que combine creatividad, locura y velocidad.",Buscamos pilotos genios y locos. Crea tu máquina y compite para asegurar un lugar y participar en la competencia real junto a 4 amigos.,"Red Bull Soapbox Race es un evento abierto al público, donde cada equipo puede inscribirse y participar diseñando y construyendo sus propios autos. Cada máquina que participa hecha a mano es alimentada a puro coraje y fuerza de gravedad. Se trata de una carrera no motorizada que desafía a corredores y aficionados de la velocidad y la ...",0.9924310445785522,2.7983464624529417
carrera,Se trata de una carrera no motorizada que desafía a corredores y aficionados a diseñar y construir máquinas a partir de la imaginación y competir contra el reloj en una carrera cuesta abajo. Sigue todas las noticias y actualizaciones de Red Bull Soapbox Race 2020 a través del Instagram @RedBullCl y el sitio web de Red Bull.,"Red Bull Soapbox Race. Red Bull Soapbox Race 2020: Santiago de Chile. 14 Marzo 2020. Santiago, Chile. Más información. Guardar ¡Fotos y videos! Ranking Final ¡El staff de pista! Los Competidores;","Red Bull SoapBox Race 2020: Vuelve al Cerro San Cristóbal la carrera de autos locos más entretenida de Chile Mucha atención, que ya comenzó la etapa de postulaciones para partcipar con el más creativo, loco y rápido de los autos de Santiago",0.9596602916717528,2.381211629091385
derby,"AASBD The All-American Soap Box Derby is a youth racing program which has been run since 1934. Events Gravity racing capital of the world! 989 feet of gravity-powered fun and excitement. Education Bringing Soap Box Derby into the classroom. It’s Gravity Powered and STEM Driven! Store Purchase official Soap Box Derby car kits, adult car kits, wheels, parts, souvenirs and more.",Create a Legacy With the Soap Box Derby. Leaving a gift to the International Soap Box …,Akron's world famous Derby Downs was built as part of the Works Progress …,0.9540526866912842,2.4750130721659307
box,"Soapbox makes it easy to create relevant and timely content, fast. All you need to do is record, add in some transitions, and export your video for social media—with just a …","With Soapbox Race World, servers can provide custom game modifications to their players, ranging from simple lighting mods to totally new cars! Ready to hit the streets? Download the launcher now!","Soapbox helps managers have better one-on-ones, team meetings and discussions. Build agendas, manage meetings, set goals, and get feedback—all in one place.",0.9328877925872804,2.709940403347802
soap,Shea butter infused hair & personal care that gives back. Save 10% on your first order! Make soap=hope with donations made on each order.,"Shop - Soapbox - Nourishing hand soap, body wash & shampoo that ...",""" Soapbox is a social mission personal care company that has tripled growth every year …",0.9112489223480223,2.7430451114813215
car,"The globetrotting, gravity-propelled circus that is the Red Bull Soapbox Race lands in London on July 9 2017, with a bunch of sublime and ridiculous …","Originally, gravity racer cars were built from wooden soap (or apple) crates and rollerskate wheels, but have grown more sophisticated over time, with materials like aluminium, fiberglass and even CFRP being used.
In the United Kingdoma gravity racer car has been called a buggy, trolley, cart. It is currently popularly called a soapbox. In Scotland and northern England it has also been called a bogie, cartie/cairtie, guide…",Easy Soap Box Derby Car Build: These instructions demonstrate how to build an inexpensive simple Soap Box Derby Car. You should be able to build this car for about $50. Study this pictures and it will make your build easier. You may need to refer to these later if you have questi…,0.8946069478988647,2.7551202379950572
grid,We created this video format to help our clients leverage their best videos to show widespread support for their cause. If you want to try out a grid …,"Practical Leaching Soapbox Grid Soap Box Creative Plastic Soap Box picture from Jinjiang Superstarer Import & Export Co., Ltd. view photo of Soapbox, Grid Soapbox, Creative .Contact China Suppliers for More Products and Price.","ECIU Smart grid animation The Energy and Climate Intelligence Unit (ECIU) is a non-profit organisation that supports informed debate on energy and climate change issues in the UK. They support journalists, parliamentarians and other communicators with accurate and accessible briefings on key issues, and work with individuals and organisations ...",0.8887219429016113,2.874208579079406
racing,"Soapbox Race World. Download. Return to the streets of Need for Speed: World! Download the launcher. Multiple Servers. Our server list consists of various community-hosted servers, along with official servers operated by project staff. Custom Economy.",Racing teams mix hilarious pageantry with insane homemade soapbox cars that are as creative as they are fast.,"Using standardized wheels with precision ball bearings, modern gravity-powered racers start at a ramp on top of a hill, attaining speeds of up to 35 miles per hour. Rally races and qualifying races in cities around the world use advanced timing systems that measure the time difference between the competing cars to the thousandth of a second to determine the winner of a heat. Each heat of a race lasts less than 30 seconds. Most races are double elimination races in which a racer that loses a heat can work their way …",0.8870010972023009,2.6790130119165316
