word_added,s1,s2,s3,similarity_w,sum_cos
elemento,"Hyundai Soapbox está hecho de madera, barras de metal y elementos como escuadras y tornillos. Las ruedas son de una carretilla. Tiene palancas para la dirección y un mecanismo simple para el ...","Hace algunos días te platicábamos sobre el nuevo proyecto que traía entre manos Hyundai; un vehículo sin motor de nombre Soapbox que ahora sabemos de qué trata y que a decir verdad, más que una idea descabellada, suena bastante bien.. Prácticamente estamos ante un auto de cartón, el cual fue desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor …","Como cualquier vehículo, el Hyundai Soapbox fue desarrollado paso a paso. En primer lugar, el equipo de ingenieros construyó el chasis. Posteriormente, el equipo de diseñadores esbozó posibles ideas, primero en papel y luego con maquetas en 3D. Se les ocurrieron diferentes diseños, eligieron uno y comenzaron a fabricarlo.",0.9995614290237428,2.8003626597792692
mismos,"El término “Soapbox” –gravity car– hace referencia a un vehículo sin motor, impulsado por la gravedad, que tradicionalmente era conducido por niños en carreteras cuesta abajo. Originalmente estaban construidos con cajas de madera donde se guardaba el jabón, mientras que hoy en día tienen diseños más modernos y sofisticados.","Hyundai presentó un nuevo vehículo en el que las prestaciones y tecnología no serán lo que llamen la atención. El Soapbox, como fue llamado, es un auto a escala creado para ser construido en casa, bajo el concepto 'Hágalo usted mismo'.","Hyundai ha desvelado las primeras imágenes de su futuro modelo sin motor 'Soapbox ride', que ha sido desarrollado por el Hyundai Design Center Europe y que estará disponible ""pronto"" para los clientes europeos.. La firma explicó que este vehículo cuenta con una silueta suavemente inclinada en un ángulo de 45 grados y que dispone de unas ruedas visibles, así como con un chasis rebajado ...",0.9995266795158386,2.8526017825493937
puesto,"Hace algunos días te platicábamos sobre el nuevo proyecto que traía entre manos Hyundai; un vehículo sin motor de nombre Soapbox que ahora sabemos de qué trata y que a decir verdad, más que una idea descabellada, suena bastante bien.. Prácticamente estamos ante un auto de cartón, el cual fue desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor …","Efectivamente, se trata del Soapbox Ride, o dicho de otro modo, un vehículo de inercia que ha sido desarrollado por el Hyundai Design Center …","Hyundai ha desvelado las primeras imágenes de su futuro modelo sin motor 'Soapbox ride', que ha sido desarrollado por el Hyundai Design Center Europe y que estará disponible ""pronto"" para los clientes europeos.. La firma explicó que este vehículo cuenta con una silueta suavemente inclinada en un ángulo de 45 grados y que dispone de unas ruedas visibles, así como con un chasis rebajado ...",0.9995226860046388,2.4486990482979007
resultado,"Hyundai ha desvelado las primeras imágenes de su futuro modelo sin motor 'Soapbox ride', que ha sido desarrollado por el Hyundai Design Center Europe y que estará disponible ""pronto"" para los clientes europeos.. La firma explicó que este vehículo cuenta con una silueta suavemente inclinada en un ángulo de 45 grados y que dispone de unas ruedas visibles, así como con un chasis rebajado ...","El Hyundai Soapbox mide 1,76 metros de largo y un metro de ancho, es decir, está pensado idílicamente para el tamaño de un niño, pero también puede soportar el peso de un adulto.","Hace algunos días te platicábamos sobre el nuevo proyecto que traía entre manos Hyundai; un vehículo sin motor de nombre Soapbox que ahora sabemos de qué trata y que a decir verdad, más que una idea descabellada, suena bastante bien.. Prácticamente estamos ante un auto de cartón, el cual fue desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor …",0.999502956867218,2.735453899169878
iniciar,"Buscando inspiración en algunos vehículos de la marca, y siguiendo la nueva identidad de la firma, el Concept 45 fue de gran ayuda, ya que en el tratamiento superficial del cuerpo de la caja, los paneles planos y la silueta en forma de cuña, se inspiran en el modelo antes mencionado. Materiales. El Hyundai Soapbox está hecho de madera, varillas de metal y materiales de conexión como ...","Hyundai ha diseñado este peculiar auto denominado como Soapbox (caja de jabón) para que pueda ser construido en casa por cualquier persona a través de un tutorial.. Además de su construcción guiada, este vehículo desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor Europa (HMETC), destaca por la utilización de materiales baratos y fáciles de obtener.","El Hyundai Soapbox es un vehículo sin motor, diseñado por el Centro de Diseño de Hyundai Europa, muy fácil de construir.Para hacerlo accesible, el equipo de HMETC se aseguró de utilizar solo materiales que estuvieran disponibles en cualquier ferretería.. En primer lugar, los ingenieros construyeron el chasis.Más tarde, esbozaron las posibles ideas, primero en papel y luego con …",0.9994941949844359,2.607736041097632
básicas,"Hace algunos días te platicábamos sobre el nuevo proyecto que traía entre manos Hyundai; un vehículo sin motor de nombre Soapbox que ahora sabemos de qué trata y que a decir verdad, más que una idea descabellada, suena bastante bien.. Prácticamente estamos ante un auto de cartón, el cual fue desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor …","El término “soapbox” se refiere a un vehículo sin motor, impulsado por la gravedad, que tradicionalmente era conducido por niños en pistas cuesta abajo. Originalmente estaban construidos con cajas de jabón de madera desechada, mientras que hoy en día tienen diseños más modernos y …","El SoapBox es sencillo, la fuerza de gravedad hace gran parte del trabajo, pero uno desde el vehículo debe dirigir y regular la velocidad, para ello algunos tips sobre cómo construír el mejor ...",0.999490201473236,2.8016738447674294
total,"Hace algunos días te platicábamos sobre el nuevo proyecto que traía entre manos Hyundai; un vehículo sin motor de nombre Soapbox que ahora sabemos de qué trata y que a decir verdad, más que una idea descabellada, suena bastante bien.. Prácticamente estamos ante un auto de cartón, el cual fue desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor …","El soapbox, es un vehículo sin motor impulsado por la gravedad. Esta clase de artilugios se utilizaban tradicionalmente para que los niños se entretuvieran jugando a los coches. Estos se lanzaban cuesta a bajo por unas pistas con el único impulso de la …","El término “soapbox” se refiere a un vehículo sin motor, impulsado por la gravedad, que tradicionalmente era conducido por niños en pistas cuesta abajo. Originalmente estaban construidos con cajas de jabón de madera desechada, mientras que hoy en día tienen diseños más modernos y …",0.9994891881942748,2.6027548759187815
adelante,"Hyundai Soapbox. El Soapbox presentado el día de hoy es el resultado de un trabajo del centro de diseño que Hyundai tiene en Europa. Un vehículo sin motor, desarrollado con una silueta aerodinámica y un chasis bajo para garantizar su maniobrabilidad.. La marca asegura que sus líneas toman inspiración del Hyundai 45 Concept, algo que al menos nosotros no vemos por ningún lado.","Hace algunos días te platicábamos sobre el nuevo proyecto que traía entre manos Hyundai; un vehículo sin motor de nombre Soapbox que ahora sabemos de qué trata y que a decir verdad, más que una idea descabellada, suena bastante bien.. Prácticamente estamos ante un auto de cartón, el cual fue desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor …","El Soapbox ride de Hyundai es un “carro” sin motor, ... (una imagen de adelanto) de su último proyecto de diseño. ... Aún no se han desvelado detalles de este “vehículo”, pero por lo ...",0.9994866847991944,2.471925571370323
solamente,"Se trata del Hyundai Soapbox, una denominación que hace referencia a un término genérico con el que se define un tipo de vehículo que carece de motor y se impulsa gracias a la gravedad. Tradicionalmente eran unidades destinadas a los niños cuya construcción original se basaba en …","El término “soapbox” se refiere a un vehículo sin motor, impulsado por la gravedad, que tradicionalmente era conducido por niños en pistas cuesta abajo. Originalmente estaban construidos con cajas de jabón de madera desechada, mientras que hoy en día tienen diseños más modernos y …","Hace algunos días te platicábamos sobre el nuevo proyecto que traía entre manos Hyundai; un vehículo sin motor de nombre Soapbox que ahora sabemos de qué trata y que a decir verdad, más que una idea descabellada, suena bastante bien.. Prácticamente estamos ante un auto de cartón, el cual fue desarrollado por ingenieros y diseñadores del Centro Técnico de Hyundai Motor …",0.9994843006134032,2.5964409366580083
alternativa,"Hyundai ha desvelado las primeras imágenes de su futuro modelo sin motor 'Soapbox ride', que ha sido desarrollado por el Hyundai Design Center Europe y que estará disponible ""pronto"" para los clientes europeos.. La firma explicó que este cuenta con una silueta suavemente inclinada en un ángulo de 45 grados y que dispone de unas ruedas visibles, así como con un chasis rebajado ...","El Hyundai Soapbox es una nueva alternativa que la marca coreana diseñó para ofrecer al público una actividad entretenida de hacer en casa. Fabricado por el Centro de Diseño ubicado de Europa inspirado en el Concept Car 45, unos de sus últimos autos eléctricos revelados.. Básicamente se trata de un instructivo que las personas puede descargar de internet y poner manos a la obra en casa.","El término “soapbox” se refiere a un vehículo sin motor, impulsado por la gravedad, que tradicionalmente era conducido por niños en pistas cuesta abajo. Originalmente estaban construidos con cajas de jabón de madera desechada, mientras que hoy en día tienen diseños más modernos y …",0.9994704127311708,2.8984806922418502
