word_added,s1,s2,s3,similarity_w,sum_cos
carros,"De nada vale construir un bólido de F1 muy rápido si luego no es capaz de llegar al final de la carrera, por lo que se emplean muchos recursos en el control de calidad. Cada pieza es ...",Construye un automóvil de carreras casero y serás parte de la historia. También serás miembro de un un grupo selecto que mantiene este pasatiempo con vida en una era de controles computarizados y juegos electrónicos.,"Estudiantes de la Universidad Politécnica Salesiana Sede Cuenca pertenecientes a la carrera de Ingeniería Automotriz, realizan la de un vehículo de estilo fórmula 1 ...",0.9973089694976808,2.958211542481987
domingo,"Este es tuning del bueno!! Vemos todo el proceso que lleva modificar un Seat Leon #Cupra290 para dejarlo literalmente DE CARRERAS, y para mi sorpresa no son ...","Construye tu mismo un coche de carreras de juguete de forma artesanal tomando como estructura un barril de plástico reutilizado. Ir a navegación principal ... Para ser más precisos, hay una larga lista de materiales que se requieren para construir el coche completo, entre ellos cuatro ruedas de bicicleta de 14′, tres pedazos de madera de 1 ...","¡Obtén Car City World, la aplicación definitiva para los pequeños fanáticos de Auto City! Juega, aprende a través de actividades educativas, mira los episodi...",0.9968369007110596,2.97956287607445
divertida,"El constructor Daniel Pampin de Pampin Racing Chassis nos platica sobre la construcción de un auto de carreras, en esta ocasión estaba construyendo 3 autos p...",ஜ۩۞۩ஜ LEA LA DESCRIPCION DEL VIDEO ஜ۩۞۩ஜ Ver lista de reproduccion de todas las casas que ...,"superficie para mejorar la terminación del auto de carrera. 3 Pegar el parabrisas 4 Agujero para las ruedas 5 Pintar el auto • A 6 cm desde el borde de la trasera pegar, con cola fría, un trozo de madera de 5 cm de largo y 10 mm de espesor. • Para las ruedas traseras hacer, a 3,5 cm desde el borde y a 1,5 cm desde el canto inferior, un agujero que atraviese la madera de lado a lado. Usar una",0.9968019723892212,2.972288895732869
racer,"Como construir un racer desde cero.Controladora, XM+, buzzer y varios erroresFrame:www.allcomposites.esMotores:https://rc-innovations.es/Motores-drones-de-ca...","Como construir un racer desde cero.PBD, velcro y XT60Frame:www.allcomposites.esMotores:https://rc-innovations.es/Motores-drones-de-carreras-FPV-t-motor-f40-p...","Misterio descifrado. Hyundai ha desvelado este lunes las peculiaridades del Hyundai Soapbox racer, su enigmático coche de carreras sin motor que anticipó a …",0.9967861175537108,2.3707799040514432
primera,"Hola amigos…. cómo hacer un auto fórmula 1, paso a paso, AUTO DE CARRERAS hecho con palitos de helado o palos de paleta, baja lenguas. Fabrica tu propio Form...",Extreme E. El primer episodio de un documental que muestra en detalle el diseño y la construcción de su primer prototipo desde cero hasta que es puesto a pru...,"De nada vale construir un bólido de F1 muy rápido si luego no es capaz de llegar al final de la carrera, por lo que se emplean muchos recursos en el control de calidad. Cada pieza es ...",0.9967628717422484,3.0
méxico,"Hola amigos…. cómo hacer un auto fórmula 1, paso a paso, AUTO DE CARRERAS hecho con palitos de helado o palos de paleta, baja lenguas. Fabrica tu propio Form...","Relájate y disfruta en HD del proceso de ensamblado de un Auto explicado en pocos minutos. Macho que se Respeta.RECUERDA, si no has terminado la secundaria y...","Además de la belleza implícita en las formas de la cupé, se hacen acreedores a un auto con 1.000 caballos de potencia, provistos por un V8 turboalimentado que se combina con tres motores ...",0.9967435002326964,2.920784910525528
anual,"Hola amigos…. cómo hacer un auto fórmula 1, paso a paso, AUTO DE CARRERAS hecho con palitos de helado o palos de paleta, baja lenguas. Fabrica tu propio Form...","El constructor Daniel Pampin de Pampin Racing Chassis nos platica sobre la construcción de un auto de carreras, en esta ocasión estaba construyendo 3 autos p...","De nada vale construir un bólido de F1 muy rápido si luego no es capaz de llegar al final de la carrera, por lo que se emplean muchos recursos en el control de calidad. Cada pieza es ...",0.9965716004371644,2.9283051018575574
argentina,"Hola amigos…. cómo hacer un auto fórmula 1, paso a paso, AUTO DE CARRERAS hecho con palitos de helado o palos de paleta, baja lenguas. Fabrica tu propio Form...","Por fecha, el costo operativo es de 600.000 pesos para un auto de Clase 2 y un 30/40 por ciento más para un Clase 3 (840.000 pesos). Ahí está incluido el alquiler del motor que son 140.000 y ...",El parque automotor argentino ahora tiene cinco categorías nuevas. No se podrán fabricar más de 100 unidades al año de cada modelo. Deberán ser conducidos por mayores de 21 años. Estarán exentos de la obligatoriedad de ABS y airbags. ADEMÁS: El texto completo de la Ley aprobada por el Congreso.,0.9965671896934508,2.9679461454281375
mundo,"Este es tuning del bueno!! Vemos todo el proceso que lleva modificar un Seat Leon #Cupra290 para dejarlo literalmente DE CARRERAS, y para mi sorpresa no son ...","Cómo internet construyó un automóvil de carreras de 100,000 dólares ... en el diseño de varios componentes de vehículos, como las puertas. ... en la planta de Arizona de Local Motors para ...","Fases. Antes de producir un vehículo, ha de completarse su desarrollo y validación. Los diferentes pasos necesarios para la fabricación de un vehículo están descritos más abajo, si bien, también es posible que algunos de ellos ocurran de forma paralela para optimizar el tiempo, lo que se conoce como ingeniería simultánea.Todos los pasos descritos a continuación no tienen por qué ...",0.9965399503707886,2.9714457032496706
blue,"Este es tuning del bueno!! Vemos todo el proceso que lleva modificar un Seat Leon #Cupra290 para dejarlo literalmente DE , y para mi sorpresa no son ...",Canciones: Tobu & Itro - Sunburst [NCS Release] Alan Walker - Faded Idea original: WiederDude,"Fases. Antes de producir un vehículo, ha de completarse su desarrollo y validación. Los diferentes pasos necesarios para la fabricación de un vehículo están descritos más abajo, si bien, también es posible que algunos de ellos ocurran de forma paralela para optimizar el tiempo, lo que se conoce como ingeniería simultánea.Todos los pasos descritos a continuación no tienen por qué ...",0.9965394139289856,3.0
