word_added,s1,s2,s3,similarity_w,sum_cos
aprender,"Paso a paso para aprender a manejar un auto Conocer los controles del auto:. Ajusta el asiento y el volante, en caso que el auto lo permita, para llegar cómodamente... Aprender las reglas básicas:. Colócate el cinturón de seguridad, no importa si vas solo hasta la esquina. Nunca... Hacer una ...","Aprender a manejar un auto es una labor que en muchos casos puede resultar intimidante. Sin embargo, la clave para poder hacerlo de forma apropiada es dejar el miedo a un lado, encontrar un lugar seguro y practicar.","Hola a todos, este canal está dedicado a enseñar a como conducir un auto desde cero, tips y demás consejos que te permitan un mejor desempeño en la carretera. Inscríbete, no te vas a ...",0.9990843534469604,0.18067940840747027
puedes,Cómo hacer un coche con botellas de plástico | Banda elástica coche accionadoCoche de control remoto y barato: http://amzn.to/2AaCXK2Rubber Bands: http://amz...,"Hola amigos…. cómo hacer un auto fórmula 1, paso a paso, AUTO DE CARRERAS hecho con palitos de helado o palos de paleta, baja lenguas. Fabrica tu propio Form...","En este video te enseño paso a paso COMO HACER un automovil, carro, coche para muñecas barbie, con una caja de zapatos monster high,bratz,ever after high,ec...",0.9990197420120239,0.2558855617904092
manera,Como hacer un auto de carreras con diseño de formula uno con palillos de helado. En éste vídeo haremos un bólido f1 usando para ello palitos de madera. Una d...,"- Primero se hace un enchapado con aluminio y luego se empiezan a montar las partes: la cremallera de dirección, el motor, la caja de cambios, el diferencial, el tren delantero, los ...","Antes de producir un vehículo, ha de completarse su desarrollo y validación. Los diferentes pasos necesarios para la fabricación de un vehículo están descritos más abajo, si bien, también es posible que algunos de ellos ocurran de forma paralela para optimizar el tiempo, lo que se conoce ingeniería simultánea. Todos los pasos descritos a continuación no tienen por qué tener lugar …",0.9989862442016602,0.0
tiempo,Suscribirse a GENIAL: https://goo.gl/EP7ZgRIDEAS EN 5 MINUTOS: https://goo.gl/vU4j4NFacebook: https://www.facebook.com/GenialGuru/Si quieres que tu coche te ...,"Desde que Henry Ford instaurase en sus fábricas la cadena de montaje como sistema para la fabricación masiva de vehículos, el proceso ha evolucionado tanto que, hoy en …","Saca la Revisión Técnica: Uno de los requisitos que te pedirán para poder renovar el Permiso de Circulación (paso que veremos más tarde), es tener la Revisión Técnica al día. Además, ten en cuenta que este trámite te dará la seguridad de saber que tu auto está listo para circular y …",0.9989752769470215,0.0
materiales,En éste vídeo haremos un bólido f1 usando para ello palitos de madera. Una d... Como hacer un auto de carreras con diseño de formula uno con palillos de helado.,"Manijas, tapetes, interruptores, ventilas del aire acondicionado, las bolsas de aire, entre otros, están fabricados de plástico. Este material se lo utiliza mayormente en la manufactura de los coches pues según el American Chemistry Council de Estados Unidos, son durables, baratos de fabricar y se moldean en casi cualquier forma.",Cinco kilos de arcilla y el trabajo de actualización de un artesano intervienen en la etapa de “modelo de clay”. PASO 4 – Modelo de clay. En esta fase del programa el auto se esculpe en ...,0.9989490509033203,0.023263391366544435
cosas,"Manualidades para muñecas: Cómo hacer un automóvil, carro, auto, coche decapotable o deportivo para tu muñeca reciclando.En este video te enseño cómo hacer e...",Como Hacer un Auto a Motor Eléctrico Casero ( Super Rapido ) - YouTube. Como Hacer un Auto a Motor Eléctrico Casero ( Super Rapido ) Watch later. Share. Copy link. Info. Shopping. Tap to …,"Debes tener cuidado, al quitar la goma vieja, no dejar caer el brazo de metal sobre el vidrio (como hice yo hace unos meses), porque lo puedes quebrar, y eso sí que cuesta dinero.",0.9989345073699951,0.10269035385274539
buen,"Los 8 pasos esenciales para crear un auto 13 de Junio de 2016 Aunque la tecnología sea determinante, aún se valora el trabajo artesanal en la fase de creación.","A sacarle brilló a sus autos con éste tutorial, pasen el video y dejen sus comentarios.","Encuentra tu auto ideal. - Fija tu presupuesto con base en el precio total del auto. Vimos el auto de nuestros sueños, pero no podemos pagarlo. Parecería que el …",0.9988813400268555,0.07866831035740968
elementos,"PASO 4 – Modelo de clay En esta fase del programa el auto se esculpe en arcilla, en donde se suelen utilizar hasta cinco mil kilos. Con este proceso el …","A continuación, se coloca el conjunto del salpicadero, el revestimiento del techo y otros elementos como parasoles, montantes, luces de cortesía, etc. En último lugar se montan las lunas. La siguiente operación se realiza en los bajos del coche con la colocación de tubos de frenos y combustible.","Generalmente se utilizan elementos como resortes, amortiguadores hidráulicos, ballestas metálicas, entre otros elementos. La disposición de estos elementos y su configuración otorga al vehículo características especiales, como suavidad, capacidad de carga, maniobrabilidad y estabilidad. Ver la Suspensión Mcpherson. Caja de cambios",0.998874843120575,0.04790798256910725
puede,"Hola amigos…. cómo hacer un auto fórmula 1, paso a paso, AUTO DE CARRERAS hecho con palitos de helado o palos de paleta, baja lenguas. Fabrica tu propio Form...","Buenas amigos y amigas de youtube, en este vídeo os enseñare a cómo hacer un coche elétrico casero.Advertencia:No realizar ninguna de las armas o experimento...",Encender auto con batería del UPS: https://youtu.be/oKN55_SAv_oProbar batería y alternador de auto:https://youtu.be/mbv1hF853V4Batería: Mantenimiento y Revis...,0.9988688230514526,0.16867494175512573
pequeño,"Cómo Hacer un Mini Coche Super Veloz (muy fácil de hacer) - YouTube. Hola amigos, en este video haremos un micro coche muy muy veloz.Sígueme en Facebook https://www.facebook.com/Muyfacildehacer ...","Los pequeños coches de madera se pueden construir usando una variedad de métodos y herramientas. Los niños exploradores hacen de coches de derby de madera de pino para correr todos los años y sus métodos de construcción son similares a muchos otros que incluyen la elección de un trozo de madera, tallado de la madera, colocación de ejes para ruedas, instalación de las ruedas, tinción ...","Los 8 pasos esenciales para crear un auto 13 de Junio de 2016 Aunque la tecnología sea determinante, aún se valora el trabajo artesanal en la fase de creación.",0.9988685846328735,0.0
