word_added,s1,s2,s3,similarity_w,sum_cos
gravedad,Construye un automóvil de carreras casero y serás parte de la historia. También serás miembro de un un grupo selecto que mantiene este pasatiempo con vida en una era de controles computarizados y juegos electrónicos.,Canciones: Tobu & Itro - Sunburst [NCS Release] Alan Walker - Faded Idea original: WiederDude,"Si después de cepillar el trozo de madera, hay imperfecciones o astillas en los bordes es recomendable lijar la superficie para mejorar la terminación del auto de carrera. Pegar el parabrisas A 6 cm desde el borde de la trasera pegar, con cola fría, un trozo de madera de 5 cm de largo y …",0.9986166954040527,0.0
team,COMO SE PREPARA AUTOS DE CARRERA!¿ | PlanetRacing - YouTube. COMO SE PREPARA AUTOS DE CARRERA!¿ | PlanetRacing. Watch later. Share. Copy link. Info. Shopping. Tap to unmute. If playback …,I created this video with the YouTube Video Editor (http://www.youtube.com/editor),"Construye o añade una carrocería con forma de cuchillo al armazón, pasa la columna del volante a través de un ""tablero de mandos"" dentro de la cabina y el resorte del freno detrás de la cabina. Sujeta un volante, coloca un asiento y ¡vete!.",0.9986084699630737,0.05556983951044341
creatividad,"Hay muchos accesorios para puertas, ganchos o fijaciones, que se pueden usar en otros fines para los que han sido pensado originalmente, por ejemplo un tope utilizado como rueda, un hilo estriado como eje de automóvil, o un trozo de madera como parabrisa. Con esta creatividad podemos construir el auto u otros jueguetes como un camión o avioneta.","utilizado como rueda, un hilo estriado como eje de automóvil, o un trozo de madera como parabrisa. Con esta creatividad podemos construir el auto u otros jueguetes como un camión o avioneta. ANTES DE COMENZAR • Pedir ayuda a un adulto con el manejo y utilización de las herramientas que este proyecto necesita: el cepillo y taladro eléctrico.","El precio de este automóvil es 99,900 dólares, que incluye una estadía de seis días en la planta de Arizona de Local Motors para construir el automóvil. Verás, cuando alguien compra un Rally ...",0.9985672235488892,0.5447955539614044
argentina,"En 1910, Horacio Anasagasti presentaba en la Argentina el primer auto construido en el país, al que bautizó con su apellido: el Anasagasti.Si bien constituyó toda una novedad para la época ...","Este es tuning del bueno!! Vemos todo el proceso que lleva modificar un Seat Leon #Cupra290 para dejarlo literalmente DE CARRERAS, y para mi sorpresa no son ...","Oscar Dávila, gerente general de Proraid, dio a conocer cuáles son los primeros pasos para fabricar un coche de carrera. El sueño de muchos de nuestros lectores es competir, subirse a lo más alto de un podio y ganar una competencia en cuatro ruedas. En ese sentido, es sumamente importante conocer cómo preparar un auto de carrera.",0.9985306262969971,0.024437583739706097
like,"Cómo se prepara autos para correr en circuito, en este contenido nuestros amigos de moscas racing nos comenta algunos detalles de cada proceso.. [ SUSCRUBIRS...","Construye una replica histórica o una de las versiones más modernas descritas debajo. Los automóviles de carrera originales realmente estaban hechos de cajas de jabón, cajones de madera que contenían barras de jabón envueltas en papel y embaladas en grandes cantidades, con ejes y ruedas de cochecitos de bebé antiguos.",Canciones: Tobu & Itro - Sunburst [NCS Release] Alan Walker - Faded Idea original: WiederDude,0.9984846115112305,0.0
participar,"Este es tuning del bueno!! Vemos todo el proceso que lleva modificar un Seat Leon #Cupra290 para dejarlo literalmente DE CARRERAS, y para mi sorpresa no son ...","Tienes que quitar los paragolpes, faros, cristales y vaciar todo el interior. El primer paso en la preparación de un coche de competición es reforzar la carrocería e instalar las barras de ...",Construccion de un auto de carreras con Pampin Chassis - YouTube. Construccion de un auto de carreras con Pampin Chassis. Watch later. Share. Copy link. Info. Shopping. Tap to unmute. If playback ...,0.9984537363052368,0.04179752132766206
español,COMO SE PREPARA AUTOS DE CARRERA!¿ | PlanetRacing - YouTube. COMO SE PREPARA AUTOS DE CARRERA!¿ | PlanetRacing. Watch later. Share. Copy link. Info. Shopping. Tap to unmute. If playback …,"Construye o añade una carrocería con forma de cuchillo al armazón, pasa la columna del volante a través de un ""tablero de mandos"" dentro de la cabina y el resorte del freno detrás de la cabina. Sujeta un volante, coloca un asiento y ¡vete!.","Usar una broca para madera de 7 mm de diámetro. Para las ruedas delanteras hacer, a 8 cm desde el borde y a 1,5 cm desde el canto inferior, un agujero que atraviese la madera de lado a lado. Usar una broca para madera de 7 mm de diámetro.",0.9984481930732727,0.0
descargar,"¡Ahora es el momento para que tus hijos construyan un carro! Ayúdalos a aprender más acerca de entonar y ruidos de carros y divertirse jugando algunos juegos de Carros. Constructor de Carros, como su nombre lo indica, es un juego de rompecabezas de carros gratuito para niños y puedes un carro, sintonizar carros y otros vehículos en una moderna fábrica de automóviles del mundo ...","Lista de programas para el diseño de vehículos en 3D para Windows y Mac. Actualmente en el mercado digital existe una gran variedad de software que te permitirán poder llevar a cabo este tipo de funciones, siendo unos mejores que otros en cuanto a su funcionalidad y sus herramientas. Es importante siempre poder contar con los mejores programas al momento de trabajar en esta área, ya …","Oscar Dávila, gerente general de Proraid, dio a conocer cuáles son los primeros pasos para fabricar un coche de carrera. El sueño de muchos de nuestros lectores es competir, subirse a lo más alto de un podio y ganar una competencia en cuatro ruedas. En ese sentido, es sumamente importante conocer cómo preparar un de .",0.9984214305877686,0.045395963463545116
pilotos,"De forma alterna, prepara el volante sin ensamblar las ruedas para que el conductor opere el volante directamente al jalar una cuerda o la otra para dirigir el automóvil. Pon un freno en la parte trasera del automóvil adhiriendo un brazo hecho de madera a un punto de pivote y un cable al frente del la cabina para jalar hacia abajo, donde un pedazo de madera puede servir como pedal de freno.","SIMULACIÓN DINÁMICA ESTRUCTURAL DE UN AUTOMOVIL DE COMPETICIÓN Autor: Beltramo, Emmanuel; DNI: 34338165 Trabajo de grado para obtener el título de Ingeniero Mecánico Escuela de Ingeniería Mecánica Electricista Directores: Dr. Ing. José Enrique Stuardi Msc. Ing. Guillermo Chiappero Córdoba, Marzo de 2015","💥En este vídeo te explico COMO EMPEZAR a correr en RALLYS, desde preparar tu coche a como conseguir la licencia de piloto. 🔽 Comenta si tienes alguna pregu...",0.9983981847763062,0.0
two,"Este es tuning del bueno!! Vemos todo el proceso que lleva modificar un Seat Leon #Cupra290 para dejarlo literalmente DE CARRERAS, y para mi sorpresa no son ...","Construye una replica histórica o una de las versiones más modernas descritas debajo. Los automóviles de carrera originales realmente estaban hechos de cajas de jabón, cajones de madera que contenían barras de jabón envueltas en papel y embaladas en grandes cantidades, con ejes y ruedas de cochecitos de bebé antiguos.","El UPBracing Team de la Universidad de Paderborn está presente en las pistas de la Fórmula Student desde 2006. Por tanto, la escudería estudiantil se cuenta entre los protagonistas más experimentados del concurso internacional de constructores. Medirse …",0.9983924627304077,0.0
